Co_ID,Exchange,Name,"Root
Ticker"," QMV(C$)
31-August-2019 "," O/S Shares
31-August-2019 ",Sector,"Sub
Sector",Listing Type,"Date of 
TSX Listing
YYYYMMDD","HQ
Location","HQ
Region","Interlisted
Code_I","Interlisted
Code_II",Listed on OTC,"TSX 
Venture 
Grad","Former
CPC",Index,Clean Technology Primary Industry,Clean Technology Sub-Sector,Technology Sub-Sector ,"Consumer Products & Services
Sub-Sector",Real Estate Sub-Sector ,Life Sciences Sub-Sector,USA_City,USA_State,Asia Region,Israel Related,"Place of Incorporation
C=Canada
U=USA
F=Foreign",Fund Family,SP Grouping,SP_Type,SP_Sub,"Income Trust 
Conversion"," Volume YTD
31-August-2019 "," Value (C$) YTD
31-August-2019 "," Number of 
Trades YTD
31-August-2019 "," Number of
Months of 
Trading Data ",AFRICA,AUS/NZ/PNG,CANADA,CHINA & ASIA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Mineral Properties (General),Other Properties
HOR0107,TSX,Horizons Canadian Midstream Oil & Gas Index ETF,HOG," 10,243,883 "," 1,198,115 ", ETP ,,IPO,20140715,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 526,622 "," 4,643,263 "," 1,073 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0116,TSX,Horizons Cdn High Dividend Index ETF,HXH," 144,980,789 "," 4,648,310 ", ETP ,,IPO,20160411,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 237,111 "," 7,190,193 ", 497 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0109,TSX,Horizons Cdn Insider Index ETF,HII," 6,954,358 "," 650,548 ", ETP ,,IPO,20150121,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 117,183 "," 1,280,410 ", 246 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0106,TSX,Horizons Cdn Select Universe Bond ETF,HBB," 407,788,476 "," 8,373,480 ", ETP ,,IPO,20140508,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 1,828,176 "," 85,387,339 "," 3,694 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0115,TSX,Horizons China High Dividend Yield Index ETF,HCN," 8,595,389 "," 390,522 ", ETP ,,IPO,20160112,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 217,825 "," 5,497,610 "," 1,367 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0134,TSX,Horizons Conservative TRI ETF Portfolio,HCON," 9,180,011 "," 850,001 ", ETP ,,IPO,20180802,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 332,274 "," 3,378,703 ", 278 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0044,TSX,Horizons Crude Oil ETF,HUC," 15,559,250 "," 1,307,500 ", ETP ,,IPO,20090624,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 876,135 "," 11,111,584 "," 2,127 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0074,TSX,Horizons Enhanced Income Energy ETF,HEE," 14,003,371 "," 2,050,274 ", ETP ,,IPO,20110411,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 533,503 "," 4,212,277 "," 1,508 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0073,TSX,Horizons Enhanced Income Equity ETF,HEX," 33,442,754 "," 5,241,811 ", ETP ,,IPO,20110317,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 651,284 "," 4,186,200 "," 1,112 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0077,TSX,Horizons Enhanced Income Financials ETF,HEF," 14,562,458 "," 1,784,615 ", ETP ,,IPO,20110517,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 177,011 "," 1,451,392 ", 395 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0075,TSX,Horizons Enhanced Income Gold Producers ETF,HEP," 84,883,620 "," 2,741,719 ", ETP ,,IPO,20110411,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 1,543,397 "," 41,082,653 "," 4,792 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0085,TSX,Horizons Enhanced Income International Equity ETF,HEJ," 14,853,371 "," 2,690,828 ", ETP ,,IPO,20110914,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 637,416 "," 3,610,178 "," 1,893 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0086,TSX,Horizons Enhanced Income US Equity (USD) ETF,HEA," 27,994,106 "," 2,459,939 ", ETP ,,IPO,20110914,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 139,447 "," 1,907,397 ", 330 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0137,TSX,Horizons Equal Weight Canada Banks Index ETF,HEWB," 13,409,574 "," 677,936 ", ETP ,,IPO,20190123,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 154,780 "," 3,165,487 ", 309 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0138,TSX,Horizons Equal Weight Canada REIT Index ETF,HCRE," 38,934,158 "," 1,676,751 ", ETP ,,IPO,20190123,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 157,429 "," 3,422,524 ", 625 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0123,TSX,Horizons EURO STOXX 50 Index ETF,HXX," 46,197,263 "," 1,502,350 ", ETP ,,IPO,20161207,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 412,651 "," 12,500,298 ", 875 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0120,TSX,Horizons Global Risk Parity ETF,HRA," 18,418,754 "," 1,700,716 ", ETP ,,IPO,20160721,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 273,158 "," 2,797,511 ", 525 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0135,TSX,Horizons Global Sustainability Leaders Index ETF,ETHI," 6,950,250 "," 250,009 ", ETP ,,IPO,20181101,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 605,144 "," 16,512,277 ", 800 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0140,TSX,Horizons Global Uranium Index ETF,HURA," 2,712,009 "," 300,001 ", ETP ,,IPO,20190516,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 122,407 "," 1,211,256 ", 359 , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0040,TSX,Horizons Gold ETF,HUG," 51,102,000 "," 3,825,000 ", ETP ,,IPO,20090624,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 675,333 "," 8,436,985 "," 1,841 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0069,TSX,Horizons Gold Yield ETF,HGY," 30,256,862 "," 5,886,549 ", ETP ,,IPO,20101220,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 965,117 "," 4,661,593 "," 1,085 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0136,TSX,Horizons Industry 4.0 Index ETF,FOUR," 6,243,778 "," 225,001 ", ETP ,,IPO,20181106,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 39,258 "," 1,114,959 ", 371 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0129,TSX,Horizons Inovestor Canadian Equity Index ETF,INOC," 25,752,001 "," 2,450,238 ", ETP ,,IPO,20171114,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 978,689 "," 10,174,877 ", 382 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0126,TSX,Horizons Intl Developed Markets Equity Index ETF,HXDM," 82,219,634 "," 3,394,700 ", ETP ,,IPO,20170927,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 778,646 "," 24,716,465 "," 1,602 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0139,TSX,Horizons Laddered Canadian Preferred Share Index ETF,HLPR," 23,888,951 "," 1,277,484 ", ETP ,,IPO,20190227,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 341,531 "," 6,692,015 ", 892 , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0113,TSX,Horizons Managed Global Opportunities ETF,HGM," 29,494,271 "," 2,849,688 ", ETP ,,IPO,20150826,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 263,387 "," 2,888,923 ", 372 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0125,TSX,Horizons Medical Marijuana Life Sciences Index ETF,HMMJ," 653,419,637 "," 46,210,724 ", ETP ,,IPO,20170405,ON,Canada,Lima (BVL),,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 64,169,902 "," 1,279,465,062 "," 276,594 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0093,TSX,Horizons Morningstar Hedge Fund Index ETF,HHF," 34,445,871 "," 2,415,559 ", ETP ,,IPO,20120427,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 754,843 "," 10,559,261 "," 1,153 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0117,TSX,Horizons NASDAQ-100 Index ETF,HXQ," 58,532,739 "," 1,360,910 ", ETP ,,IPO,20160420,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 437,127 "," 23,269,741 "," 2,016 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0045,TSX,Horizons Natural Gas ETF,HUN," 8,373,200 "," 1,210,000 ", ETP ,,IPO,20090624,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 101,470 "," 751,201 ", 219 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0090,TSX,Horizons Natural Gas Yield ETF,HNY," 6,566,581 "," 654,694 ", ETP ,,IPO,20120301,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 172,011 "," 1,870,070 ", 863 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0130,TSX,Horizons Robotics and Automation Index ETF,RBOT," 42,825,750 "," 2,175,000 ", ETP ,,IPO,20171129,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 759,095 "," 15,528,222 "," 3,376 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0121,TSX,Horizons S&P 500 CAD Hedged Index ETF,HSH," 116,079,291 "," 1,655,910 ", ETP ,,IPO,20160920,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 815,329 "," 53,886,542 "," 1,326 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0070,TSX,Horizons S&P 500 Index ETF,HXS," 787,238,304 "," 10,500,711 ", ETP ,,IPO,20101201,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 2,592,501 "," 181,786,981 "," 14,280 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0063,TSX,Horizons S&P/TSX 60 Equal Weight Index ETF,HEW," 7,587,325 "," 520,036 ", ETP ,,IPO,20100714,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 272,859 "," 3,910,561 ", 631 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0064,TSX,Horizons S&P/TSX 60 Index ETF,HXT," 1,861,144,770 "," 51,626,762 ", ETP ,,IPO,20100914,ON,Canada,BMV,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 65,625,065 "," 2,268,136,971 "," 75,363 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0101,TSX,Horizons S&P/TSX Capped Energy Index ETF,HXE," 15,431,378 "," 1,113,375 ", ETP ,,IPO,20130917,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 414,453 "," 6,577,204 ", 687 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0102,TSX,Horizons S&P/TSX Capped Financials Index ETF,HXF," 39,648,303 "," 931,805 ", ETP ,,IPO,20130917,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 160,120 "," 6,710,587 ", 353 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0047,TSX,Horizons Seasonal Rotation ETF,HAC," 298,450,489 "," 13,504,547 ", ETP ,,IPO,20091119,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 1,769,329 "," 37,338,529 "," 4,606 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0043,TSX,Horizons Silver ETF,HUZ," 7,913,000 "," 820,000 ", ETP ,,IPO,20090624,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 498,227 "," 4,205,420 "," 1,113 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0122,TSX,Horizons US 7-10 Year Treasury Bond CAD Hedged ETF,HTH," 22,571,445 "," 428,626 ", ETP ,,IPO,20160920,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 242,000 "," 12,235,536 ", 536 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0111,TSX,Horizons US 7-10 Year Treasury Bond ETF,HTB," 161,651,979 "," 3,558,265 ", ETP ,,IPO,20150408,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 520,378 "," 28,480,497 "," 1,487 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0076,TSX,Horizons US Dollar Currency ETF,DLR," 43,405,832 "," 4,280,654 ", ETP ,,IPO,20110406,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 55,476,076 "," 669,156,594 "," 41,857 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0079,TSX,Horizonte Minerals Plc,HZM," 115,710,183 "," 1,446,377,287 ", Mining ,,Other,20110617,UK,UK/Europe,AIM,,,,,,,,,,,,,,,,F,,,,,," 14,145,214 "," 558,033 ", 431 , 8 ,,,,,Brazil,,,,,,,,1,,,,,,,,,,,,,,,Cobalt
HUD0003,TSX,HudBay Minerals Inc.,HBM," 1,167,886,515 "," 261,272,151 ", Mining ,,TSXV Grad,20041224,ON,Canada,NYSE,Lima (BVL),,1,,1,,,,,,,,,,,C,,,,,," 213,714,785 "," 1,594,162,716 "," 627,044 ", 8 ,,,MB,,Peru,,,AZ,,1,1,1,,,1,,,,1,,,,,,,1,,
HUD0001,TSX,Hudson's Bay Company,HBC," 1,895,408,482 "," 184,378,257 ", Consumer Products & Services ,,IPO,20121126,ON,Canada,,,,,,1,,,,Consumer Discretionary,,,,,,,C,,,,,," 47,320,402 "," 412,869,650 "," 170,621 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUS0003,TSX,Husky Energy Inc.,HSE," 9,481,368,658 "," 1,041,121,738 ", Oil & Gas ,,,20000828,AB,Canada,,,,,,60,,,,,,,,,,,C,,,,,," 350,420,777 "," 4,653,589,066 "," 980,109 ", 8 ,,,"AB,Atlantic Canada,BC,SK","China,Indonesia",,,,,1,,,,,,,,,,,,,,,,,,,
HYD0008,TSX,Hydro One Limited,H," 14,724,212,733 "," 596,605,054 ", Utilities & Pipelines ,,IPO,20151105,ON,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 124,643,595 "," 2,744,493,056 "," 482,150 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYD0006,TSX,Hydrogenics Corporation,HYG," 379,709,878 "," 19,023,541 ", Clean Technology ,,,20001031,ON,Canada,NasdaqGM,,,,,,Industrial Products & Services,Energy Efficiency,,,,,,,,,C,,,,,," 1,448,843 "," 21,533,368 "," 10,080 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAC0002,TSX,IA Clarington Core Plus Bond Fund,ICPB," 26,163,000 "," 2,550,000 ", ETP ,,IPO,20181022,Quebec,Canada,,,,,,,,,,,,,,,,,C,IA Clarington,ETP,Exchange Traded Funds,,," 839,222 "," 8,617,105 ", 480 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAC0003,TSX,IA Clarington Emerging Markets Bond Fund,IEMB," 1,560,000 "," 150,000 ", ETP ,,IPO,20181022,Quebec,Canada,,,,,,,,,,,,,,,,,C,IA Clarington,ETP,Exchange Traded Funds,,," 165,471 "," 1,719,855 ", 78 , 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAC0004,TSX,IA Clarington Global Bond Fund,IGLB," 12,036,000 "," 1,200,000 ", ETP ,,IPO,20181022,Quebec,Canada,,,,,,,,,,,,,,,,,C,IA Clarington,ETP,Exchange Traded Funds,,," 173,755 "," 1,735,847 ", 160 , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0003,TSX,iA Financial Corporation,IAG," 6,292,200,182 "," 127,310,099 ", Financial Services ,,IPO,20000210,Quebec,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 40,526,260 "," 1,970,352,801 "," 268,651 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAM0001,TSX,IAMGold Corporation,IMG," 2,325,875,107 "," 467,982,919 ", Mining ,,,19960308,ON,Canada,NYSE,,,,,1,,,,,,,,,,,C,,,,,," 328,469,684 "," 1,433,988,390 "," 477,976 ", 8 ,"Burkina Faso,Mali,Senegal",,"ON,Quebec",,"Brazil,Peru,Suriname",,,,,1,,,,,,,,,,,,,,,,,,
IBI0001,TSX,IBI Group Inc.,IBG," 201,089,467 "," 31,685,044 ", Industrial Products & Services ,,IPO,20040830,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,2011," 4,355,238 "," 26,614,020 "," 8,323 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFA0001,TSX,iFabric Corp.,IFA," 19,657,125 "," 26,209,500 ", Consumer Products & Services ,,TSXV Grad,20150918,ON,Canada,,,,1,,,,,,Consumer Discretionary,,,,,,,C,,,,,," 267,811 "," 290,252 ", 422 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INV0005,TSX,IGM Financial Inc.,IGM," 8,568,028,782 "," 238,265,539 ", Financial Services ,,,19861112,MB,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 37,747,545 "," 1,323,878,917 "," 244,792 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMP0004,TSX,Imperial Metals Corporation,III," 326,365,042 "," 128,490,174 ", Mining ,,,19841227,BC,Canada,,,,,,,,,,,,,,,,,C,,,,,," 7,613,003 "," 20,142,008 "," 15,796 ", 8 ,,,BC,,,,,,,1,1,1,,,1,,,1,1,,,,,,,1,,
IMP0005,TSX,Imperial Oil Limited,IMO," 24,807,717,025 "," 759,342,425 ", Oil & Gas ,,,19211125,AB,Canada,NYSE MKT,,,,,60,,,,,,,,,,,C,,,,,," 147,854,252 "," 5,365,929,356 "," 799,017 ", 8 ,,,Canada,,,,Europe,,1,,,,,,,,,,,,,,,,,,,
IMM0002,TSX,IMV Inc.,IMV," 181,191,408 "," 50,612,125 ", Life Sciences ,,TSXV Grad,20141126,NS,Canada,NasdaqCM,,,1,1,,,,,,,Pharmaceuticals,,,,,C,,,,,," 7,509,332 "," 38,539,955 "," 31,861 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC0005,TSX,Income Financial Trust,INC," 21,724,613 "," 2,323,488 ", Closed-End Funds ,,,19990204,ON,Canada,,,,,,,,,,,,,,,,,C,Quadravest,Other SPI,Fund of Equities,FI Trust,," 386,767 "," 4,037,929 "," 1,502 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA0009,TSX,Indigo Books & Music Inc.,IDG," 180,008,143 "," 27,273,961 ", Consumer Products & Services ,,,19961204,ON,Canada,,,,,,,,,,Consumer Discretionary,,,,,,,C,,,,,," 1,764,493 "," 15,792,100 "," 2,054 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INF0009,TSX,Information Services Corporation,ISV," 276,675,000 "," 17,500,000 ", Technology ,,IPO,20130709,SK,Canada,,,,,,,,,Internet Software & Services,,,,,,,,C,,,,,," 886,155 "," 14,514,580 "," 3,010 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INM0003,TSX,InMed Pharmaceuticals Inc.,IN," 62,022,108 "," 172,283,633 ", Life Sciences ,,Other,20180326,BC,Canada,,,,,,,,,,,,Biotechnology,,,,,C,,,,,," 37,520,951 "," 17,923,733 "," 19,651 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INN0010,TSX,Innergex Renewable Energy Inc.,INE," 2,330,437,090 "," 141,472,292 ", Clean Technology ,,IPO,20071205,Quebec,Canada,,,,,,1,Utilities & Pipelines,Renewable Energy Production and Distribution,,,,,,,,,C,,,,,," 42,767,048 "," 632,464,018 "," 209,375 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INO0001,TSX,Inovalis Real Estate Investment Trust,INO," 239,344,485 "," 23,768,072 ", Real Estate ,,IPO,20130410,France,UK/Europe,,,,,,,,,,,Industrial/Office/Retail/Residential,,,,,,C,,Income Trust,,REIT,," 6,583,642 "," 66,455,816 "," 25,480 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INP0001,TSX,InPlay Oil Corp.,IPO," 46,414,499 "," 68,256,616 ", Oil & Gas ,,Other,20161110,AB,Canada,,,OTCQX,,,,,,,,,,,,,,C,,,,,," 29,564,641 "," 20,494,259 "," 6,705 ", 8 ,,,AB,,,,,,1,,,,,,,,,,,,,,,,,,,
OFF0001,TSX,INSCAPE Corporation,INQ," 12,690,043 "," 11,034,820 ", Industrial Products & Services ,,,19971209,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 188,346 "," 270,116 ", 125 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ING0001,TSX,Intact Financial Corporation,IFC," 19,403,740,087 "," 185,018,134 ", Financial Services ,,IPO,20041214,ON,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 50,806,971 "," 5,337,234,114 "," 319,135 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAS0001,TSX,IntelliPharmaCeutics International Inc.,IPCI," 5,963,181 "," 22,085,856 ", Life Sciences ,,,19990722,ON,Canada,NasdaqCM,,,,,,,,,,,Pharmaceuticals,,,,,C,,,,,," 14,461,623 "," 4,976,404 "," 6,736 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOC0001,TSX,Inter Pipeline Ltd.,IPL," 10,049,750,631 "," 413,910,652 ", Utilities & Pipelines ,,,19971127,AB,Canada,,,,,,60,,,,,,,,,,,C,,,,,2013," 305,748,271 "," 6,645,338,493 "," 935,097 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT0027,TSX,Interfor Corporation,IFP," 898,499,719 "," 67,252,973 ", Industrial Products & Services ,Forest Products & Paper,,19720529,BC,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 56,964,482 "," 835,030,618 "," 335,654 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT0017,TSX,Intermap Technologies Corporation,IMP," 4,058,091 "," 17,268,472 ", Technology ,,TSXV Grad,20040708,USA,USA,,,,1,1,,,,IT Consulting & Services,,,,Englewood,CO,,,C,,,,,," 2,440,366 "," 570,117 "," 1,328 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT0125,TSX,International Petroleum Corporation,IPCO," 740,014,694 "," 163,720,065 ", Oil & Gas ,,Other,20170424,BC,Canada,Nasdaq Nordic,,,,,,,,,,,,,,,,C,,,,,," 8,390,020 "," 48,237,648 "," 21,495 ", 8 ,,,,Malaysia,,,"France, Netherlands",,1,,,,,,,,,,,,,,,,,,,
INT0123,TSX,International Tower Hill Mines Ltd.,ITH," 142,555,990 "," 187,573,671 ", Mining ,,TSXV Grad,20091201,USA,USA,NYSE MKT,,,1,,,,,,,,,Englewood,CO,,,C,,,,,," 2,144,429 "," 1,622,381 "," 1,994 ", 8 ,,,,,,,,AK,,1,,,,,,,,,,,,,,,,,,
INT0120,TSX,InterRent Real Estate Investment Trust,IIP," 1,938,802,558 "," 121,023,880 ", Real Estate ,,TSXV Grad,20070425,ON,Canada,,,,1,,1,,,,,Industrial/Office/Retail/Residential,,,,,,C,,Income Trust,,REIT,," 43,671,733 "," 611,933,044 "," 175,287 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT0052,TSX,Intertape Polymer Group Inc.,ITP," 1,087,461,607 "," 58,877,185 ", Industrial Products & Services ,,,19930106,Quebec,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 24,611,916 "," 455,095,897 "," 147,319 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT0089,TSX,Intrinsyc Technologies Corporation,ITC," 22,423,012 "," 20,020,546 ", Technology ,,TSXV Grad,20010109,BC,Canada,,,,1,,,,,Communication Technology,,,,,,,,C,,,,,," 3,691,516 "," 5,122,466 "," 3,098 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INT0117,TSX,INV Metals Inc.,INV," 30,648,857 "," 97,297,960 ", Mining ,,IPO,20060316,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 5,566,711 "," 2,868,872 "," 2,191 ", 8 ,Namibia,,,,Ecuador,,,,,1,1,1,1,,,,,,,,,,,,,,,
POW0030,TSX,Invesco 1-3 Year Laddered Floating Rate Note Index ETF,PFL," 89,235,000 "," 4,500,000 ", ETP ,,IPO,20140721,ON,Canada,,,,,,,,,,,,,,,,,C,PowerShares,ETP,Exchange Traded Funds,,," 2,623,989 "," 52,203,343 ", 935 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
